Date,Open,High,Low,Close,Volume
2020-09-09,114.597,116.426,112.634,114.657,181060503.35607
2020-09-10,117.631,117.76,109.949,110.914,186518638.86559
2020-09-11,111.963,112.604,107.498,109.453,185071645.99314
2020-09-14,112.111,113.285,110.242,112.734,143413473.76469
2020-09-15,115.636,116.119,111.022,112.901,188941418.4924
2020-09-16,112.604,113.355,109.493,109.581,158636462.95917
2020-09-17,107.22,109.65,106.235,107.834,182155942.46117
2020-09-18,107.892,108.348,103.684,104.415,293790102.39597
2020-09-21,102.155,107.686,100.761,107.576,200271000.76786
2020-09-22,110.126,110.301,106.678,109.268,187317807.8681
2020-09-23,109.078,109.561,104.346,104.674,154228148.06456
2020-09-24,102.778,107.746,102.609,105.749,171649241.56927
2020-09-25,105.956,109.889,105.206,109.73,153473751.11538
2020-09-28,112.386,112.694,110.222,112.337,140878096.77739
2020-09-29,111.943,112.684,110.983,111.488,102390429.86622
2020-09-30,111.202,114.597,111.032,113.166,145997366.9721
2020-10-01,114.956,115.034,113.185,114.135,118824297.56956
2020-10-02,110.331,112.734,109.67,110.461,148081596.16673
2020-10-05,111.322,113.996,110.964,113.847,108717722.35175
2020-10-06,113.058,113.474,109.7,110.601,165258687.04308
2020-10-07,112.012,112.911,111.528,112.455,99104108.50102
2020-10-08,113.603,113.751,111.982,112.347,85420913.447525
2020-10-09,112.654,114.344,112.298,114.314,102847161.50954
2020-10-12,117.336,122.323,116.576,121.561,245820436.48618
2020-10-13,122.412,122.53,116.929,118.342,268438798.93444
2020-10-14,118.244,120.23,116.899,118.431,154579784.85563
2020-10-15,116.022,118.441,115.457,117.966,115180153.13454
2020-10-16,118.521,118.778,116.109,116.317,118080745.33915
2020-10-19,117.237,117.68,113.02,113.335,123448417.40627
2020-10-20,113.554,116.277,112.99,114.836,127320927.66294
2020-10-21,114.016,116.003,113.799,114.215,92040367.374552
2020-10-22,114.786,115.347,111.982,113.107,104362737.02734
2020-10-23,113.741,113.896,111.675,112.415,84495342.8743
2020-10-26,111.41,113.896,110.321,112.425,114455091.90392
2020-10-27,112.852,114.617,111.933,113.946,94425429.938242
2020-10-28,112.425,112.792,108.565,108.663,147289406.21812
2020-10-29,109.82,114.275,109.65,112.694,149531782.41448
2020-10-30,108.525,109.443,105.255,106.383,195010966.9134
2020-11-02,106.629,108.17,104.872,106.293,125727847.48859
2020-11-03,107.162,108.95,106.253,107.932,110130477.05694
2020-11-04,111.537,112.951,109.8,112.327,141454287.38692
2020-11-05,115.263,116.899,114.215,116.317,129329989.01466
2020-11-06,115.825,116.695,113.682,116.188,116921350.64171
2020-11-09,117.966,119.419,113.603,113.866,157840883.21329
2020-11-10,113.107,115.104,111.724,113.524,140994009.01129
2020-11-11,114.726,117.118,113.986,116.979,114711831.58407
2020-11-12,117.108,117.996,116.071,116.705,105575048.20141
2020-11-13,116.929,117.157,115.377,116.753,83446736.228004
2020-11-16,116.416,118.441,115.656,117.77,93145512.153621
2020-11-17,117.039,118.126,116.456,116.879,75869477.266815
2020-11-18,116.109,117.306,115.507,115.537,77964759.751952
2020-11-19,115.104,116.556,114.354,116.139,75708074.115731
2020-11-20,116.149,116.267,114.816,114.866,75188440.876166
2020-11-23,114.716,115.134,111.362,111.449,130713333.07748
2020-11-24,111.508,113.404,110.222,112.734,116325084.49454
2020-11-25,113.097,114.294,112.734,113.583,78145694.736623
2020-11-27,114.115,115.004,113.77,114.135,47696248.589142
2020-11-30,114.512,118.422,114.354,116.546,173056320.28778
2020-12-01,118.461,120.871,117.493,120.13,130925283.49204
2020-12-02,119.449,120.772,118.342,120.486,90919795.373029
2020-12-03,120.921,121.178,119.638,120.348,80667217.902001
2020-12-04,120.01,120.27,118.955,119.676,79944787.105446
2020-12-07,119.735,121.937,119.676,121.148,88482306.375088
2020-12-08,121.741,122.342,120.496,121.751,83773767.626931
2020-12-09,121.898,123.301,118.451,119.211,117348865.02712
2020-12-10,117.966,121.266,117.631,120.643,83061880.841311
2020-12-11,119.853,120.17,118.016,119.834,88810955.72384
2020-12-14,120.01,120.752,118.975,119.211,80777907.74218
2020-12-15,121.711,125.196,121.503,125.176,160963624.58629
2020-12-16,124.723,125.662,123.904,125.108,100322293.0962
2020-12-17,126.186,126.857,125.336,125.987,96390678.059199
2020-12-18,126.245,126.382,123.468,124.001,196685486.25807
2020-12-21,122.382,125.603,120.841,125.524,123861199.13343
2020-12-22,128.832,131.568,126.926,129.099,172996714.32774
2020-12-23,129.373,129.643,128.012,128.19,90122495.416428
2020-12-24,128.545,130.65,128.328,129.188,56112301.136293
2020-12-28,131.162,134.46,130.699,133.819,127165502.21884
2020-12-29,135.143,135.865,131.509,132.022,123652575.74209
2020-12-30,132.684,133.128,130.59,130.906,98528023.189845
2020-12-31,131.251,131.893,128.94,129.899,101249830.92632
2021-01-04,130.709,130.797,124.1,126.688,146386113.33574
2021-01-05,126.176,128.96,125.719,128.239,99766897.900592
2021-01-06,125.019,128.279,123.726,123.942,158425863.19858
2021-01-07,125.652,128.852,125.156,128.151,111936561.64197
2021-01-08,129.643,129.84,127.499,129.266,107421522.80798
2021-01-11,126.47,127.439,125.788,126.265,102786501.55339
2021-01-12,125.788,126.966,124.199,126.086,93930171.244412
2021-01-13,126.047,128.673,125.778,128.121,90544524.162207
2021-01-14,128.032,128.229,126.047,126.196,92163560.382683
2021-01-15,126.066,127.489,124.328,124.456,114000419.65356
2021-01-19,125.079,125.997,124.278,125.127,92710662.319837
2021-01-20,125.947,129.7,125.838,129.246,106564714.08982
2021-01-21,130.984,136.723,130.777,133.998,123123650.93459
2021-01-22,133.416,136.901,132.171,136.13,116922819.75635
2021-01-25,140.061,142.026,133.67,139.913,161003923.48424
2021-01-26,140.585,141.256,138.382,140.151,100508174.06642
2021-01-27,140.416,141.256,137.453,139.063,143875081.53213
2021-01-28,136.575,138.993,133.829,134.215,145690702.70627
2021-01-29,132.969,133.869,127.479,129.178,181344582.13584
2021-02-01,130.935,132.526,128.161,131.311,108526378.01655
2021-02-02,132.872,133.446,131.764,132.141,85098313.69214
2021-02-03,132.9,132.91,130.797,131.112,91815407.549902
2021-02-04,133.436,134.51,131.745,134.5,85994897.85389
2021-02-05,134.66,134.728,133.198,134.086,77207582.521045
2021-02-08,133.366,134.283,132.268,134.233,72723042.74999
2021-02-09,133.949,135.173,133.188,133.346,78309572.399205
2021-02-10,133.809,134.313,131.754,132.733,74507374.110991
2021-02-11,133.238,133.72,131.142,132.477,65565525.33267
2021-02-12,131.706,132.872,131.084,132.713,61347934.120423
2021-02-16,132.832,133.346,130.184,130.58,82187711.055796
2021-02-17,128.673,129.633,126.936,128.269,100046795.12042
2021-02-18,126.668,127.449,124.9,127.171,98793724.368063
2021-02-19,127.696,128.141,126.275,127.331,89422066.915019
2021-02-22,125.494,127.181,123.143,123.537,105994577.12359
2021-02-23,121.336,124.239,116.071,123.399,161438222.52659
2021-02-24,122.491,123.105,119.834,122.895,113260521.4788
2021-02-25,122.234,123.981,118.175,118.608,151163289.40342
2021-02-26,120.18,122.402,118.817,118.877,167851333.1768
2021-03-01,121.326,125.415,120.378,125.276,118633860.42024
2021-03-02,125.888,126.196,122.56,122.669,104305996.39771
2021-03-03,122.362,123.251,119.449,119.667,115225482.05423
2021-03-04,119.359,121.178,116.297,117.78,181717782.81637
2021-03-05,118.598,119.549,115.263,119.034,156841681.74827
2021-03-08,118.55,118.618,113.926,114.075,157463888.75429
2021-03-09,116.705,119.667,116.466,118.708,132116084.43833
2021-03-10,119.299,119.774,117.118,117.641,114182010.72803
2021-03-11,120.13,120.791,118.877,119.569,105086876.8973
2021-03-12,118.046,118.788,116.83,118.648,89867007.166797
2021-03-15,119.024,121.561,118.066,121.552,94442214.90207
2021-03-16,123.241,124.723,122.263,123.114,117532306.92279
2021-03-17,121.611,123.399,119.942,122.313,114171106.27269
2021-03-18,120.466,120.762,117.966,118.165,123898951.6335
2021-03-19,117.562,119.044,117.336,117.641,189260210.29454
2021-03-22,117.976,121.443,117.909,120.97,114150347.30821
2021-03-23,120.911,121.8,119.744,120.13,97376329.447572
2021-03-24,120.407,120.486,117.71,117.74,90300950.827182
2021-03-25,117.207,119.269,116.675,118.224,100821414.41743
2021-03-26,117.996,119.094,116.596,118.827,95952505.252119
2021-03-29,119.26,120.17,118.362,119.004,82435454.813431
2021-03-30,117.76,118.046,116.536,117.562,87385217.933163
2021-03-31,119.26,121.099,118.768,119.754,120690107.58776
2021-04-01,121.236,121.741,120.08,120.584,76590794.330703
2021-04-05,121.443,123.696,120.653,123.438,90424052.71173
2021-04-06,124.031,124.634,123.191,123.746,81774547.622073
2021-04-07,123.369,125.405,122.688,125.385,85135914.319579
2021-04-08,126.42,127.832,125.997,127.805,90621339.316972
2021-04-09,127.261,130.432,126.936,130.392,108820263.71872
2021-04-12,129.929,130.244,128.062,128.663,93248232.7303
2021-04-13,129.85,132.012,129.344,131.784,93091725.953028
2021-04-14,132.287,132.347,129.069,129.443,88967095.981816
2021-04-15,131.192,132.347,131.024,131.853,91133898.329111
2021-04-16,131.657,132.022,130.669,131.528,86620694.116569
2021-04-19,130.896,132.812,130.728,132.19,96149345.351809
2021-04-20,132.367,132.872,129.228,130.5,96708440.164855
2021-04-21,129.77,131.122,128.722,130.887,70223966.360342
2021-04-22,130.432,131.518,128.832,129.354,86257647.640532
2021-04-23,129.573,132.467,129.573,131.677,80331786.93377
2021-04-26,132.181,132.407,130.944,132.072,68243061.183008
2021-04-27,132.357,132.753,131.479,131.745,67336012.996577
2021-04-28,131.667,132.367,130.471,130.964,109915122.67033
2021-04-29,133.799,134.392,129.86,130.867,154122724.15494
2021-04-30,129.198,130.944,128.487,128.882,112036075.68104
2021-05-03,129.453,131.44,129.246,129.948,76637679.438675
2021-05-04,128.613,128.912,124.229,125.336,140315787.32685
2021-05-05,126.668,127.892,125.455,125.583,85680780.691519
2021-05-06,125.375,127.211,124.634,127.201,79690773.032875
2021-05-07,128.497,128.902,127.151,127.872,80416016.510668
2021-05-10,127.092,127.221,124.535,124.575,89680181.548783
2021-05-11,121.286,124.011,120.564,123.656,128447299.17422
2021-05-12,121.188,122.402,120.05,120.564,114221530.01312
2021-05-13,122.342,123.895,122.027,122.727,107795294.52963
2021-05-14,123.991,125.593,123.597,125.156,83414490.629741
2021-05-17,124.545,124.654,122.925,124.011,75600980.619594
2021-05-18,124.298,124.713,122.54,122.61,64500124.610187
2021-05-19,120.95,122.678,120.653,122.452,94303895.379306
2021-05-20,122.985,125.425,122.856,125.019,78261207.039264
2021-05-21,125.524,125.701,122.965,123.182,80744064.443778
2021-05-24,123.756,125.642,123.686,124.823,64245574.933452
2021-05-25,125.524,126.017,124.061,124.625,73325006.146005
2021-05-26,124.683,125.098,124.159,124.575,57609491.96517
2021-05-27,124.179,125.345,122.836,123.035,96354293.42534
2021-05-28,123.321,123.547,122.313,122.372,72613873.661148
2021-06-01,122.836,123.105,121.711,122.047,68872764.622392
2021-06-02,122.057,122.995,121.82,122.817,60361812.939359
2021-06-03,122.442,122.61,120.921,121.326,77621782.738636
2021-06-04,121.84,123.904,121.621,123.636,76542594.005694
2021-06-07,123.913,124.061,122.6,123.646,72355683.091065
2021-06-08,124.338,126.156,123.952,124.466,75763038.847986
2021-06-09,124.92,125.455,124.258,124.851,57917025.954976
2021-06-10,124.743,125.888,123.686,123.855,72486909.149202
2021-06-11,124.268,125.146,123.845,125.059,54500159.933533
2021-06-14,125.524,128.19,124.793,128.131,98676850.274112
2021-06-15,127.617,128.249,127.073,127.321,63892629.000251
2021-06-16,128.022,128.535,126.156,127.813,93492373.056504
2021-06-17,127.479,130.174,127.331,129.423,98488653.752429
2021-06-18,128.357,129.149,127.902,128.111,110943750.97749
2021-06-21,127.962,130.036,126.897,129.929,81118665.390028
2021-06-22,129.76,131.667,129.256,131.578,76149822.004683
2021-06-23,131.37,131.903,130.847,131.301,61314238.644721
2021-06-24,132.032,132.22,130.55,131.024,69966262.79518
2021-06-25,131.074,131.489,130.432,130.728,72076876.316768
2021-06-28,131.024,132.812,130.964,132.357,63245998.849245
2021-06-29,132.377,134.048,131.933,133.889,65735440.438809
2021-06-30,133.729,134.945,133.436,134.51,64417099.889542
2021-07-01,134.156,134.866,133.326,134.808,53444631.944931
2021-07-02,135.429,137.493,135.28,137.453,80387809.712062
2021-07-06,137.562,140.585,137.562,139.47,110158139.13903
2021-07-07,140.962,142.294,140.101,141.977,106828192.86512
2021-07-08,139.033,141.473,138.135,140.673,107504191.13416
2021-07-09,140.191,143.044,140.091,142.512,101715681.00274
2021-07-12,143.587,143.696,141.413,141.907,77693619.508365
2021-07-13,141.473,144.811,141.06,143.034,102669083.7554
2021-07-14,145.436,146.888,145.028,146.471,129371844.1009
2021-07-15,146.56,147.31,144.457,145.809,108771769.77328
2021-07-16,145.789,147.074,143.263,143.766,94955012.86049
2021-07-19,141.167,141.483,139.123,139.894,123653030.34751
2021-07-20,140.892,144.467,140.396,143.527,98110229.665665
2021-07-21,142.926,143.507,142.036,142.796,76363496.679928
2021-07-22,143.319,145.523,143.204,144.17,78751027.680209
2021-07-23,144.899,146.047,144.287,145.889,72752672.08896
2021-07-26,145.601,147.143,145.048,146.314,73757370.330966
2021-07-27,146.451,146.531,142.946,144.14,106733483.0638
2021-07-28,142.244,144.337,139.983,142.384,121103915.97395
2021-07-29,142.095,143.925,141.987,143.034,57735304.270044
2021-07-30,141.791,143.706,141.523,143.243,71727488.253208
2021-08-02,143.736,144.317,142.648,142.916,64028699.795505
2021-08-03,143.204,145.377,142.58,144.714,65970189.973632
2021-08-04,144.626,145.128,143.656,144.317,57398049.817686
2021-08-05,144.347,145.178,143.547,144.427,47245301.268332
2021-08-06,143.944,144.686,143.234,143.736,55033190.364638
2021-08-09,143.796,144.287,143.134,143.686,49727686.855186
2021-08-10,144.032,145.267,142.916,143.214,70178902.711527
2021-08-11,143.646,144.307,143.144,143.458,49305507.249255
2021-08-12,143.786,146.589,143.439,146.432,75014576.068984
2021-08-13,146.511,146.986,145.819,146.638,60369269.88583
2021-08-16,146.087,148.703,144.06,148.633,105292919.4663
2021-08-17,147.755,149.186,146.628,147.717,93774161.596906
2021-08-18,147.33,148.24,143.746,143.954,87771556.609277
2021-08-19,142.648,145.553,142.124,144.287,88416498.949044
2021-08-20,145.008,146.047,144.367,145.74,61563559.85281
2021-08-23,145.859,147.717,145.445,147.241,61138743.737902
2021-08-24,146.986,148.379,146.688,147.153,49420363.462104
2021-08-25,147.34,147.842,145.357,145.908,59979132.368827
2021-08-26,145.918,146.658,145.078,145.098,49410976.720662
2021-08-27,145.048,146.294,144.417,146.147,56736823.693791
2021-08-30,146.54,150.965,146.157,150.609,92479833.124013
2021-08-31,150.155,150.294,148.803,149.335,87900812.37307
2021-09-01,150.324,152.417,149.84,150.006,81658599.951207
2021-09-02,151.331,152.159,149.897,151.124,72363111.687976
2021-09-03,151.233,152.071,150.581,151.755,58835059.595473
2021-09-07,152.407,154.669,151.845,154.107,83656046.083665
2021-09-08,154.39,154.45,151.428,152.546,75666406.339077
2021-09-09,152.92,153.534,151.408,151.528,58265339.77275
2021-09-10,152.437,152.91,146.245,146.511,143252554.58107
2021-09-13,148.151,148.932,146.294,147.083,104119134.33028
2021-09-14,147.872,148.584,144.497,145.67,111126508.4338
2021-09-15,146.107,146.976,143.964,146.569,84675897.164896
2021-09-16,145.988,146.511,144.792,146.332,69173410.681872
2021-09-17,146.362,146.362,143.359,143.656,132043534.87969
2021-09-20,141.433,142.463,138.934,140.585,125546570.28424
2021-09-21,141.563,142.224,140.426,141.07,77103835.285341
2021-09-22,142.075,144.022,141.335,143.448,77683766.011683
2021-09-23,144.237,144.656,143.243,144.417,65923914.381176
2021-09-24,143.263,145.038,143.174,144.507,54373379.693719
2021-09-27,143.084,143.557,141.453,142.985,75392415.952337
2021-09-28,140.892,142.374,139.352,139.566,110797129.08392
2021-09-29,140.121,142.075,139.685,140.475,75851287.98734
2021-09-30,141.295,142.006,138.944,139.163,90547956.4838
2021-10-01,139.556,140.565,136.822,140.299,96224362.334552
2021-10-04,139.421,139.864,135.992,136.851,99968453.139413
2021-10-05,137.197,139.894,137.068,138.777,82215115.966879
2021-10-06,137.178,139.804,136.091,139.655,84614692.492232
2021-10-07,140.702,141.839,140.367,140.932,62766396.19931
2021-10-08,141.663,141.811,140.211,140.545,59757336.557445
2021-10-11,139.923,142.434,139.47,140.455,65531499.787104
